Title,Start,End,Duration,Created by,Description,Where,Calendar
2nd FLOOR TEAM ROOM OR UPTOWN- MERIDIAN UNIV,03/28/2015 13:00,03/28/2015 19:00,06:00,Calgary Brown,,,Conference Room
Broadway & Atrium - Develop Yourself High School Tech Summit,03/29/2015 08:00,03/29/2015 18:00,10:00,Mikayla Weissman,"Setup 8:00-9:00am
Event 9:00am-5:00pm
Reset 5:00-6:30pm",,HUB Oakland Events
GALLERY - install,03/29/2015 10:00,03/29/2015 14:00,04:00,Ashara Ekundayo,,,Conference Room
UPTOWN - HUB Oak Staff Meeting,03/30/2015 10:00,03/30/2015 12:00,02:00,Tatiana Vekovishcheva,,,Conference Room
MERIDIAN - Meridian Info Session,03/30/2015 10:00,03/30/2015 13:00,03:00,Calgary Brown,,,Conference Room
MEDITATION ROOM - 30 Min Guided Meditation,03/30/2015 15:00,03/30/2015 15:30,00:30,Calgary Brown,,,HUB Oakland Events
UPTOWN - CORE Community of Oakland Responding to Emergencies,03/30/2015 17:30,03/30/2015 20:30,03:00,Events Coordinator,"Included 1/2 hr setup & 1/2 hr reset by default - Not certain whether it's needed

Alan - 510-919-6995
Special Project for Lisa - No charge for room",,HUB Oakland Events
MERIDIAN - Uptima Wkshop 2-11 Module 1 (Jan 2015 Start),03/30/2015 17:30,03/30/2015 21:30,04:00,Mikayla Weissman,"Bill at the end of the month

+ PRICE +

$45/hour x 3 hours = $135
setup and breakdown time complimentary

Workshop 1Saturday1/24/20159am - 5pm    Meridian
Workshop 2Monday1/26/20156pm - 9pm    Gallery
Workshop 3Monday2/2/2015       6pm - 9pm     Gallery
Workshop 4Monday2/9/2015       6pm - 9pm     Meridian
Workshop 5Monday2/16/20156pm - 9pm    Meridian
Workshop 6Monday2/23/20156pm - 9pm    Gallery
Workshop 7Monday3/2/2015       6pm - 9pm     Gallery
Workshop 8Monday3/9/2015       6pm - 9pm     Meridian
Workshop 9Monday3/16/20156pm - 9pm    Meridian
Workshop 10Monday3/23/20156pm - 9pm    Meridian
Workshop 11Monday3/30/20156pm - 9pm    Meridian
Workshop 12Saturday4/18/20159am - 5pm    Meridian",,Conference Room
DOWNTOWN - CORE Training for IHO Staff,03/30/2015 18:00,03/30/2015 20:30,02:30,Mikayla Weissman,This is brought to us by Alan. Emergency preparedness training. can also be moved into Broadway or Jingletown if need be.,,Conference Room
UPTOWN - Community of Oakland Responding to Emergencies,03/30/2015 18:00,03/30/2015 20:30,02:30,Events Coordinator,"Alan - 510-919-6995
Special Project for Lisa - No charge for room",,Conference Room
GALLERY Today's Future Sound ,03/30/2015 18:30,03/30/2015 20:30,02:00,Roshanda Cummings,"+ RESERVATION +

Room: Meridian Conference Room
Name: Eliot Gann
Org: Today's Future Sound
ML: N/A
Contact: egannpsyd@gmail.com

+ PRICE +
","Impact Hub Oakland, 2323 Broadway, Oakland, CA 94612, United States",Conference Room
EAST OAK - Hack The Hood,03/31/2015 10:00,03/31/2015 11:30,01:30,Calgary Brown,,,Conference Room
EAST OAK - SELC,03/31/2015 13:30,03/31/2015 14:15,00:45,Calgary Brown,,,Conference Room
EAST OAK - Impact Justice,03/31/2015 14:30,03/31/2015 16:30,02:00,Impact Hub Oakland,,,Conference Room
MERIDIAN - Feng Shui School Open House,03/31/2015 16:00,03/31/2015 18:00,02:00,Calgary Brown,,,Conference Room
BROADWAY - Women in Impact,03/31/2015 17:30,03/31/2015 22:00,04:30,Konda Mason,"
event is 6:30-9pm

has been added to ourvolts",,HUB Oakland Events
MERIDIAN - Excellent Security Group,03/31/2015 18:00,03/31/2015 20:00,02:00,Konda Mason,,,Conference Room
GALLERY - Install,03/31/2015 20:00,04/01/2015 00:00,04:00,Ashara Ekundayo,,,Conference Room
GALLERY - UC Berkeley Class/Tour,04/01/2015 08:30,04/01/2015 11:00,02:30,Lisa Chacon,,,Conference Room
DOWNTOWN: Scott R Kline Photography,04/01/2015 09:00,04/01/2015 13:00,04:00,Roshanda Cummings,"+ RESERVATION +

Room: Downtown
Name: Patricia & Scott R Kline
Org: Scott R Kline Photography
ML: Part-Time ($45/hour)
Contact: patricia@scottrklinephoto.com

+ PRICE +
$45 x 9 hours = $405.00

Payment: April 1st, 2015 upon arrival
Check accepted at Host Desk ","Impact Hub Oakland, 2323 Broadway, Oakland, CA 94612, United States",Conference Room
MERIDIAN: Facebook ,04/01/2015 09:00,04/01/2015 17:30,08:30,Roshanda Cummings,"+ RESERVATION +

Date: April 1st, 2015
Room: Meridian
Name: Elissa Jones
Org: Facebook
ML: Non-Member ($95/hour)
Contact: elissaj@fb.com 

+ PRICE +
$95/hour x 8.5 = $807.50

Payment Due: April 1st, 2015 upon arrival
Cash, Check, or Card (5% service fee) accepted at Host Desk","Impact Hub Oakland, 2323 Broadway, Oakland, CA 94612, United States",Conference Room
KITCHEN - IHO COMMUNITY ACCELERATOR  ,04/01/2015 10:30,04/01/2015 11:30,01:00,Mikayla Weissman,,,HUB Oakland Events
Uptown - SOS Movie Showing with BALLE,04/01/2015 12:30,04/01/2015 15:30,03:00,Mikayla Weissman,,,Conference Room
MERIDIAN - Beyond Culture of Separation ,04/01/2015 18:00,04/01/2015 21:00,03:00,Mikayla Weissman,,,Conference Room
GALLERY - Install,04/01/2015 18:00,04/01/2015 23:00,05:00,Ashara Ekundayo,,,Conference Room
UPTOWN - Konda's Program Development Meeting (w/ Work Traders),04/02/2015 09:30,04/02/2015 11:00,01:30,Calgary Brown,,,Conference Room
KITCHEN - Red Bay Coffee Pour Over Demo,04/02/2015 11:00,04/02/2015 13:00,02:00,Calgary Brown,,,HUB Oakland Events
UPTOWN - Lisa conf call,04/02/2015 12:00,04/02/2015 13:00,01:00,Lisa Chacon,,,Conference Room
MERIDIAN: Uptima Bootcamp,04/02/2015 13:00,04/02/2015 16:00,03:00,Roshanda Cummings,Freelancers Workshop :),"Impact Hub Oakland, 2323 Broadway, Oakland, CA 94612, United States",Conference Room
GALLERY: Better Ventures Startup School ,04/02/2015 15:00,04/02/2015 18:00,03:00,Roshanda Cummings,"+ RESERVATION +

Room: Downtown 
Name: Wes Selke
Org: Better Ventures
ML: Office ($100 as per agreement)
Contact: wes@better.vc

+ PRICE +
$100.00 as per agreement 

Mic stand + extension cord to film talk today","Impact Hub Oakland, 2323 Broadway, Oakland, CA 94612, United States",Conference Room
EAST OAK - Hack the Hood,04/02/2015 16:30,04/02/2015 17:30,01:00,Calgary Brown,,,Conference Room
MERIDIAN - Spirits Society ,04/02/2015 17:30,04/02/2015 18:30,01:00,Calgary Brown,,,Conference Room
BROADWAY: GameChangers ,04/02/2015 17:30,04/02/2015 21:00,03:30,Roshanda Cummings,"Added one hour setup & one hour reset by default - Not certain this is needed
Event time: 6:30-8:00pm",,HUB Oakland Events
GALLERY - Install,04/02/2015 18:00,04/02/2015 23:55,05:55,Ashara Ekundayo,,,Conference Room
UPTOWN: Hack The Hood Staff Meeting,04/03/2015 10:00,04/03/2015 12:00,02:00,Roshanda Cummings,"+ RESERVATION +

Room: Uptown
Name: Mary Fuller
Org: Hack The Hood
ML: Google Challenge Impact Winner (office rates, $40/hour)
Contact: mary@hackthehood.org

+ PRICE +
$40/hour x 2 hours = $80.00

Payment Due: Monthly Invoice to IHBA via Impact Hub Oakland ","Impact Hub Oakland, 2323 Broadway, Oakland, CA 94612, United States",Conference Room
Sexy Salad,04/03/2015 12:30,04/03/2015 13:30,01:00,Lisa Chacon,,,HUB Oakland Events
UPTOWN: Golden Gate Feng Shui School ,04/03/2015 14:00,04/03/2015 16:00,02:00,Roshanda Cummings,"+ RESERVATION +

Room: Uptown
Name: Manu Butterworth
Org: Golden Gate Feng Shui School
ML: Org Member 
Contact: manu@fengshuischool.com
---------------------------------------------------------------------
Set-Up: 5 people ","Impact Hub Oakland, 2323 Broadway, Oakland, CA 94612, United States",Conference Room
MERIDIAN: Golden Gate Feng Shui School ,04/03/2015 16:00,04/03/2015 18:00,02:00,Roshanda Cummings,"+ RESERVATION +

Room: Meridian
Name: Manu Butterworth
Org: GGFSS
ML: Member 
Contact: info@fengshuischool.com

+ PRICE +

Terms and Payment managed by Mikayla@oakland.impacthub.net ","Impact Hub Oakland, 2323 Broadway, Oakland, CA 94612, United States",Conference Room
GALLERY - First Friday Opening,04/03/2015 17:30,04/03/2015 22:30,05:00,Ashara Ekundayo,"Added 1hr setup & 1hr reset by default - Not sure this is needed
Setup 5:30-6:30pm - necessary?
Event 6:30-9:30pm
Reset 9:30-10:00pm

HAS BEEN ADDED TO OURVOLTS",,HUB Oakland Events
GALLERY - First Friday Opening,04/03/2015 18:00,04/03/2015 22:00,04:00,Ashara Ekundayo,,,Conference Room
BROADWAY Late Night Art: Movement,04/04/2015 17:00,04/05/2015 00:00,07:00,Events Coordinator,"Setup 5:00-7:00pm
Event 7:00-10:30pm
Reset 10:30pm-12:00pm
",,HUB Oakland Events
MERIDIAN - SELC Legal Cafe,04/05/2015 17:00,04/05/2015 20:00,03:00,Ashara Ekundayo,NO charge for space,,HUB Oakland Events
UPTOWN - HUB Oak Staff Meeting,04/06/2015 10:00,04/06/2015 12:00,02:00,Tatiana Vekovishcheva,,,Conference Room
MEDITATION ROOM - 30 Min Guided Meditation,04/06/2015 15:00,04/06/2015 15:30,00:30,Calgary Brown,,,HUB Oakland Events
MERIDIAN - SELC Legal Cafe,04/06/2015 17:00,04/06/2015 20:00,03:00,Calgary Brown,NO charge for space,,Conference Room
UPTOWN: Today's Future Sound ,04/06/2015 18:30,04/06/2015 20:30,02:00,Roshanda Cummings,"+ RESERVATION +

Room: Meridian Conference Room
Name: Eliot Gann
Org: Today's Future Sound
ML: N/A
Contact: egannpsyd@gmail.com

+ PRICE +
","Impact Hub Oakland, 2323 Broadway, Oakland, CA 94612, United States",Conference Room
MERIDIAN - MAstermind,04/07/2015 15:00,04/07/2015 17:00,02:00,Mikayla Weissman,,,Conference Room
DOWNTOWN - Teach For America Workshop,04/07/2015 18:30,04/07/2015 20:30,02:00,Mikayla Weissman,,,Conference Room
(HOLD) DOWNTOWN - Teach For America Workshop,04/07/2015 18:30,04/07/2015 20:30,02:00,Mikayla Weissman,,,HUB Oakland Events
Movie at Salt of the Earth at shattuck cinemas ,04/08/2015 00:00,04/09/2015 00:00,24:00,Ashara Ekundayo,,,Conference Room
MEMBERS WEEK TALKS (Hub Practice),04/08/2015 12:00,04/08/2015 13:30,01:30,Da Karai,,,Conference Room
BREEZEWAY: On the Spot Massage / Chair Massage,04/08/2015 14:00,04/08/2015 17:00,03:00,amelía knowtheself,"Chair massage is a convenient, quick and inexpensive way to enjoy the remarkable benefits of massage.
All you have to do is relax in a specially designed chair, and a professional massage practitioner will take the kinks out of your back, shoulders, neck, head and arms. In as little as ten minutes, you return to your day feeling looser, refreshed and relaxed. Extra-stressed or have more time to spare? Choose up to 30 minutes or more for the ultimate drop-in relaxation break.
10 Minutes = $15
15 Minutes = $20
20 Minutes = $25
25 Minutes = $30
30 Minutes = $35
***This event will only happen if at least 2 hours of service are booked by Noon on Friday April 3rd, so tell your friends! If the schedule fills up sooner we can add another hour of service***
Available are 4-12 Sessions, (depending on duration).
(Advanced Booking Required, click below to book now!)

BOOK HERE",,Conference Room
HOLD - MERIDIAN PR For Women Leaders workshop,04/08/2015 15:00,04/08/2015 17:00,02:00,Ashara Ekundayo,,MERIDIAN,Conference Room
MERIDIAN - Beyond Culture of Separation ,04/08/2015 18:00,04/08/2015 21:00,03:00,Mikayla Weissman,,,Conference Room
UPTOWN - Konda's Program Development Meeting (w/ Work Traders),04/09/2015 09:30,04/09/2015 11:00,01:30,Calgary Brown,,,Conference Room
MERIDIAN ROOM - Meridian University - Rob Gall (RG),04/09/2015 10:00,04/09/2015 20:00,10:00,Courtney Lubell,,,Conference Room
MEDITATION ROOM: Breema Sessions,04/09/2015 14:00,04/09/2015 16:00,02:00,amelía knowtheself,David will be giving Breema sessions for free for 2 hours in the meditation room.,,Conference Room
Gallery - Presidio Presents: James Howard Kunstler,04/09/2015 16:45,04/09/2015 19:30,02:45,Mikayla Weissman,,,Conference Room
Gallery - Presidio Presents: James Howard Kunstler,04/09/2015 16:45,04/09/2015 19:30,02:45,Mikayla Weissman,"Setup 4:45-5:45pm
Event 5:45-7:00pm
Reset 7:00-7:30pm",,HUB Oakland Events
"GALLERY, Broadway & Atrium - Presidio Presents: James Howard Kunstler",04/09/2015 16:45,04/09/2015 21:30,04:45,Mikayla Weissman,"GALLERY
Setup 4:45-5:45pm
Event 5:45-7:00pm
Reset 7:00-7:30pm

BROADWAY
Setup 5:30-7:00pm
Event 7:00-8:30pm
Reset 8:30-9:30pm

",,HUB Oakland Events
UPTOWN - Meridian University Office Use,04/10/2015 08:00,04/10/2015 19:00,11:00,Calgary Brown,,,Conference Room
MERIDIAN - Feng Shui School,04/10/2015 09:30,04/10/2015 18:00,08:30,Calgary Brown,"April 10 - 12, 10AM - 5:30PM each day
May 1 - 3, 10AM - 5:30PM each day
May 23 - 24, 10AM - 5:30PM each day
June 12 - 14, 10AM - 5:30PM each day
July 10, 2PM - 5:30PM
July 11 - 12, 10AM - 5:30PM each day
July 31 - Aug 2, 10AM - 5:30PM each day
Aug 21 - 23, 10AM - 5:30PM each day
Sept 11, 10AM - 5:30PM
Sept 13, 10AM - 5:30PM",,Conference Room
GALLERY: Hack The Hood Staff Meeting,04/10/2015 10:00,04/10/2015 12:00,02:00,Roshanda Cummings,"+ RESERVATION +

Room: Uptown
Name: Mary Fuller
Org: Hack The Hood
ML: Google Challenge Impact Winner (office rates, $40/hour)
Contact: mary@hackthehood.org

+ PRICE +
$40/hour x 2 hours = $80.00

Payment Due: Monthly Invoice to IHBA via Impact Hub Oakland ","Impact Hub Oakland, 2323 Broadway, Oakland, CA 94612, United States",Conference Room
DOWNTOWN - Workshop: Estate Planning Basics with Ruth Stroup Agency,04/10/2015 11:00,04/10/2015 14:00,03:00,Mikayla Weissman,,,Conference Room
DOWNTOWN - Workshop: Estate Planning Basics with Ruth Stroup Agency,04/10/2015 11:00,04/10/2015 14:00,03:00,Mikayla Weissman,,,HUB Oakland Events
Sexy Salad,04/10/2015 12:30,04/10/2015 13:30,01:00,Lisa Chacon,,,HUB Oakland Events
Gallery - Uptima Wkshop 1 Module 3 (April 2015 Start),04/11/2015 09:00,04/11/2015 17:00,08:00,Mikayla Weissman,"Bill at the end of the month

+ PRICE +

$45/hour x 8 hours = $360
Full Day Discount 10% = 36
TOTAL = $324

Workshop 1Saturday4/11/20159am - 5pm     Gallery
Workshop 2Tuesday4/14/20156pm - 9pm     Meridian
Workshop 3Tuesday4/21/20156pm - 9pm     Meridian 
Workshop 4Tuesday4/28/20156pm - 9pm     Meridian 
Workshop 5Tuesday5/5/2015        6pm - 9pm     Gallery 
Workshop 6Tuesday5/12/20156pm - 9pm     Meridian 
Workshop 7Tuesday5/19/20156pm - 9pm     Meridian 
Workshop 8Tuesday5/26/20156pm - 9pm     Meridian
Workshop 9Tuesday6/2/2015        6pm - 9pm     Meridian
Workshop 10Tuesday6/9/2015        6pm - 9pm     Meridian
Workshop 11Tuesday6/16/20156pm - 9pm     Meridian 
Workshop 12Saturday6/27/20159am - 5pm     Meridian",,Conference Room
Jingletown AMIGOS,04/11/2015 09:00,04/11/2015 17:00,08:00,Mikayla Weissman,,,HUB Oakland Events
(HOLD) Uptown AMIGOS,04/11/2015 09:00,04/11/2015 17:00,08:00,Mikayla Weissman,,,Conference Room
MERDIAN - Feng Shui School,04/11/2015 09:30,04/11/2015 18:00,08:30,Calgary Brown,"April 10 - 12, 10AM - 5:30PM each day
May 1 - 3, 10AM - 5:30PM each day
May 23 - 24, 10AM - 5:30PM each day
June 12 - 14, 10AM - 5:30PM each day
July 10, 2PM - 5:30PM
July 11 - 12, 10AM - 5:30PM each day
July 31 - Aug 2, 10AM - 5:30PM each day
Aug 21 - 23, 10AM - 5:30PM each day
Sept 11, 10AM - 5:30PM
Sept 13, 10AM - 5:30PM",,Conference Room
DOWNTOWN - Workshop: Estate Planning Basics with Ruth Stroup Agency,04/11/2015 11:00,04/11/2015 14:00,03:00,Mikayla Weissman,,,Conference Room
DOWNTOWN - Workshop: Estate Planning Basics with Ruth Stroup Agency,04/11/2015 11:00,04/11/2015 14:00,03:00,Mikayla Weissman,,,HUB Oakland Events
UPTOWN: COURIG Consulting,04/12/2015 00:00,04/13/2015 00:00,24:00,Roshanda Cummings,"+ RESERVATION +

Date: 3/19/2015, 4/9/2015, 5/14/2015
Room: Uptown
Name: Brian Gadsen
Org: Courig Coaching
ML: Part-Time Member ($65/hour)
Contact: brian.gadsden@gmail.com

+ PRICE +
$65/hour x 4 hours = $260.00 

Payment Due: Either March 19th, 2015 or each day of use. 
Cash, Check or Card accepted at host desk.

Cancelled AT HOST DESK.","Impact Hub Oakland, 2323 Broadway, Oakland, CA 94612, United States",Conference Room
MERIDIAN - Feng Shui School,04/12/2015 09:30,04/12/2015 18:00,08:30,Calgary Brown,"April 10 - 12, 10AM - 5:30PM each day
May 1 - 3, 10AM - 5:30PM each day
May 23 - 24, 10AM - 5:30PM each day
June 12 - 14, 10AM - 5:30PM each day
July 10, 2PM - 5:30PM
July 11 - 12, 10AM - 5:30PM each day
July 31 - Aug 2, 10AM - 5:30PM each day
Aug 21 - 23, 10AM - 5:30PM each day
Sept 11, 10AM - 5:30PM
Sept 13, 10AM - 5:30PM",,Conference Room
EAST OAK: Uptima Business Bootcamp,04/12/2015 14:00,04/12/2015 16:00,02:00,Roshanda Cummings,"+ RESERVATION +

Room: East Oakland
Name: Rani Croager
Org: Uptima 
ML: Office Member ($15/hour)
Contact: rani.croager@uptimabootcamp.com 

+ PRICE +
$15/hour x 2 hours = $30.00

Payment Due: Monthly invoice via IHO ","Impact Hub Oakland, 2323 Broadway, Oakland, CA 94612, United States",Conference Room
UPTOWN - HUB Oak Staff Meeting,04/13/2015 10:00,04/13/2015 12:00,02:00,Tatiana Vekovishcheva,,,Conference Room
MEDITATION ROOM - 30 Min Guided Meditation,04/13/2015 15:00,04/13/2015 15:30,00:30,Calgary Brown,,,HUB Oakland Events
GALLERY - CORE Training for IHO Staff,04/13/2015 18:00,04/13/2015 20:30,02:30,Mikayla Weissman,,,Conference Room
OMI - Digital Marketing Meetings,04/14/2015 13:00,04/14/2015 14:30,01:30,Da Karai,,,Conference Room
OMI - Nexudus Meeting,04/14/2015 16:00,04/14/2015 17:00,01:00,Da Karai,,,Conference Room
Meridian - Uptima Wkshop 1-12 Module 3 (April 2015 Start),04/14/2015 17:30,04/14/2015 21:30,04:00,Mikayla Weissman,"Bill at the end of the month

+ PRICE +

$45/hour x 3 hours = $135
setup and breakdown time complimentary

Workshop 1	Saturday	4/11/2015	9am - 5pm     Gallery
Workshop 2	Tuesday	4/14/2015	6pm - 9pm     Meridian
Workshop 3	Tuesday	4/21/2015	6pm - 9pm     Meridian 
Workshop 4	Tuesday	4/28/2015	6pm - 9pm     Meridian 
Workshop 5	Tuesday	5/5/2015	        6pm - 9pm     Gallery 
Workshop 6	Tuesday	5/12/2015	6pm - 9pm     Meridian 
Workshop 7	Tuesday	5/19/2015	6pm - 9pm     Meridian 
Workshop 8	Tuesday	5/26/2015	6pm - 9pm     Meridian
Workshop 9	Tuesday	6/2/2015	        6pm - 9pm     Meridian
Workshop 10	Tuesday	6/9/2015	        6pm - 9pm     Meridian
Workshop 11	Tuesday	6/16/2015	6pm - 9pm     Meridian 
Workshop 12	Saturday	6/27/2015	9am - 5pm     Meridian",,Conference Room
BROADWAY - Friends of the Earth Panel,04/14/2015 19:00,04/14/2015 21:00,02:00,Events Coordinator,,,HUB Oakland Events
GALLERY - IHO COMMUNITY ACCELERATOR  ,04/15/2015 10:30,04/15/2015 11:30,01:00,Mikayla Weissman,,,HUB Oakland Events
DOWNTOWN Beneficial State Foundation Indie Awards Judging,04/15/2015 15:00,04/15/2015 19:00,04:00,Events Coordinator,"+ RESERVATION +

Room: Downtown
Name: Emma Guttman-Slater
Org: Beneficial State Foundation
Contact: eguttman-slater@beneficialstate.org - 510.463.6565

+ PRICE +
$65/hour x 3 hours = $195 Non-Member Rate

Payment Due: Please pay via check or credit card upon arrival at host desk.",,Conference Room
DOWNTOWN Beneficial State Foundation Indie Awards Judging,04/15/2015 15:00,04/15/2015 19:00,04:00,Events Coordinator,Emma,,HUB Oakland Events
MERIDIAN: Conscious Connections,04/15/2015 17:30,04/15/2015 21:00,03:30,Roshanda Cummings,"+ RESERVATION +

Room: Meridian Conference Room
Name: Tori Amos
Org: Empower You
Membership Level: Non-Member ($95/hour)
Contact: toribamos@gmail.com

+ PRICE +
$95/hour x 3.5 hours = $332.50

Payment Due: April 15th, 2014 upon arrival
Cash, Check, or Card (5% service charge applies) accepted at Host Desk. ","Impact Hub Oakland, 2323 Broadway, Oakland, CA 94612, United States",Conference Room
UPTOWN - Konda's Program Development Meeting (w/ Work Traders),04/16/2015 09:30,04/16/2015 11:00,01:30,Calgary Brown,,,Conference Room
GALLERY - Empathy in Business,04/16/2015 17:30,04/16/2015 21:00,03:30,Mikayla Weissman,"Uptima Business Bootcamp - speaker series II
Setup 5:30-6:30pm
Event 6:30-8:30pm
Reset 8:30-9:00pm",,HUB Oakland Events
